symbol,length,batch_number
NR4A3_SIX3,958,1573
SSX2_TLE1,958,1573
TRIM27_EIF3E,958,1574
DDIT3_LRFN2,958,1574
MDM2_PIK3R3,958,1574
MEN1_GALE,958,1574
MYC_CYP2S1,958,1575
MYC_DNAJC3,958,1575
TXNDC11,958,1575
CASP8_CFLAR,959,1575
CTNNB1_CAV1,959,1576
MDM2_EEF1A1,959,1576
NFE2L2_CREBZF,959,1576
TP53_OTUD5,959,1576
MAPK1_CENPB,959,1577
MAPK1_ZNF343,959,1577
BARD1_CBX3,960,1577
TP53_PHF1,960,1577
HSP90AB1_STX8,960,1578
MDM2_NDUFS2,960,1578
RBM19,960,1578
IKZF1_CRBN,961,1578
MDM2_HNRNPK,961,1579
RHOA_CUL3,961,1579
TCF3_USF1,961,1579
SPOP_IRF2BP2,961,1579
TP53_CES1,961,1580
FGD1,961,1580
GABBR1,961,1580
RAC1_STAT3,962,1580
RUNX1_HDAC1,962,1581
STAT3_RAC1,962,1581
SOX2_SOCS7,962,1581
SRC_ZNF662,962,1581
USO1,962,1582
CRACDL,962,1582
INTS7,962,1582
SIX1_HSPA9,963,1582
SRC_VDR,963,1583
BAP1_ZBED3,963,1583
HIF1A_PFN3,963,1583
MDM2_VIM,963,1583
IREB2,963,1584
TBC1D2B,963,1584
VPS35L,963,1584
KIF5B,963,1584
RASIP1,963,1585
USP4,963,1585
SH3BP4,963,1585
FUBP1_AIMP2,964,1585
SRC_HDAC3,964,1586
MAPK1_BTRC,965,1586
NBN_NABP2,965,1586
SMAD2_WASF2,965,1586
DDX5_NDRG4,966,1587
MAP3K13,966,1587
KLF4_HDAC2,967,1587
BAP1_RASSF3,967,1587
MAX_AP5Z1,967,1588
MLH1_TMEM217,967,1588
SRC_EIF5,967,1588
BCL3_TBL1XR1,968,1588
MYC_HBP1,968,1589
PTEN_ANAPC7,968,1589
RAC1_ARHGEF6,968,1589
SOX2_TCF3,968,1589
STAT3_SRI,968,1590
TBL1XR1_BCL3,968,1590
TCF3_SOX2,968,1590
TFG_TRAF3,968,1590
BAX_ANKEF1,968,1591
CTNND1,968,1591
CTNNB1_JOSD2,969,1591
ESR1_SPOP,969,1591
ESR1_TRAM1,969,1592
SPOP_ESR1,969,1592
CASP8_SUSD4,969,1592
DAXX_CWC15,969,1592
ESR1_FANCF,969,1593
NFKB1,969,1593
ESR1_ACTB,970,1593
KEAP1_CDK20,970,1593
MYC_TRIM6,970,1594
SMAD2_TGFBR1,970,1594
CTNNB1_TP53I11,970,1594
HSP90AA1_ALKBH6,970,1594
PLK4,970,1595
BCL2_HSP90AA1,971,1595
HSP90AA1_BCL2,971,1595
MYOD1_TCF3,971,1595
RARA_PRAME,971,1596
TCF3_MYOD1,971,1596
CTNNB1_TMEM37,971,1596
NF2_RAD51C,971,1596
TAL1_GBP4,971,1597
CSE1L,971,1597
MDM2_PPARG,972,1597
CSF1R,972,1597
FHIP1B,972,1598
CTNNB1_RAC1,973,1598
RAC1_CTNNB1,973,1598
BAP1_YWHAZ,974,1598
CBL_CMC4,974,1599
CTNNB1_IL18,974,1599
MAP2K1_PYROXD2,974,1599
NFE2L2_NPIPA9,974,1599
RARA_TIGD4,974,1600
BICC1,974,1600
KIF23,974,1600
BAP1_YWHAB,975,1600
PPP2R1A_PPME1,975,1601
DDX5_QPCT,975,1601
HSP90AB1_TAF9B,975,1601
SRC_OAT,975,1601
NEDD4L,975,1602
DLG2,975,1602
RNF20,975,1602
CASP8_XIAP,976,1602
EPHA2,976,1603
KIT,976,1603
BAP1_SFN,977,1603
MDM2_AKT1,977,1603
SMAD2_PIAS4,977,1604
SMAD3_SMAD4,977,1604
TP53_ZBTB7A,977,1604
DLGAP1,977,1604
RBM15,977,1605
CTNNB1_TLE5,978,1605
FOXO1_SLC25A27,978,1605
MAP2K1_FAM83D,978,1605
MDM2_PI4K2B,978,1606
RUNX1_TCHP,978,1606
TCF7L2_HSPBP1,978,1606
MDM2_HDAC1,979,1606
MYC_USP22,979,1607
SRC_KHDRBS1,979,1607
TP53_TP63,979,1607
CTNNB1_C1orf159,979,1607
FUS_UQCRC2,979,1608
HSP90AA1_ATP6V1D,979,1608
MDM2_CCDC50,979,1608
SPOP_ANKRD13D,979,1608
CASP8_TRAF2,980,1609
CTNNB1_ZMAT2,980,1609
HSP90AA1_PACRGL,980,1609
TP53_CDK5RAP1,980,1609
TP53_NACC2,980,1610
GRIK5,980,1610
RAI14,980,1610
HSP90AA1_RPS6,981,1610
RHOA_MARK2,981,1611
FIP1L1_VSIG1,981,1611
EML4,981,1611
RAB3GAP1,981,1611
USP15,981,1612
SUZ12_JAZF1,982,1612
TAL1_TCF3,982,1612
BAP1_MARCHF3,982,1612
BAP1_UTP11,982,1613
ICE2,982,1613
CBLB,982,1613
PML_SUMO1,983,1613
AR_C12orf75,983,1614
MYC_ATP5F1B,983,1614
MYC_PDP2,983,1614
TCF3_TP53I3,983,1614
BAP1_YWHAE,984,1615
CBFA2T3_TAL1,984,1615
CCND3_AKAP8,984,1615
MAPK1_UBQLN2,984,1615
PSIP1_CDCA7L,984,1616
RUNX1_YAP1,984,1616
TAL1_CBFA2T3,984,1616
EPHB1,984,1616
NR3C2,984,1617
NFE2L2_CERS2,985,1617
SOX2_MTA2,985,1617
CCND3_GOLGA6A,985,1617
FUS_FKBP4,985,1618
GNAQ_SAMHD1,985,1618
MYD88_COL9A2,985,1618
TP53_RNF180,985,1618
AARS2,985,1619
DDX5_CDK9,986,1619
EZH2_RGS18,986,1619
TP53_EPS8L3,986,1619
EPHA4,986,1620
EPHB2,986,1620
RNF111,986,1620
CTNNB1_BTF3,987,1620
MAP2K1_GRB10,987,1621
MDM2_MDM4,987,1621
MDM2_RSL1D1,987,1621
SET_APBB1,987,1621
TP53_CDC14A,987,1622
ACVR2A_RNF14,987,1622
BCL11A_NME1,987,1622
NBN_CFAP299,987,1622
SOX2_LCA5L,987,1623
SOX2_NBPF15,987,1623
KANSL1L,987,1623
ESR1_TP53,988,1623
TP53_ESR1,988,1624
CCND1_GMPS,988,1624
CTNNB1_SPRYD4,988,1624
DAXX_SFN,988,1624
DDB2_SLC38A9,988,1625
HSP90AB1_PLPP5,988,1625
BCL10_IKBKB,989,1625
ESR1_ACTR2,989,1625
HSP90AA1_PACRG,989,1626
IKBKB_BCL10,989,1626
IKBKB_TNF,989,1626
QKI_RAF1,989,1626
SFPQ_SNRPA,989,1627
CCND3_LCA5,989,1627
PTEN_ATAD3A,989,1627
MED24,989,1627
FBXW7_VDAC3,990,1628
MDM2_ARIH2,990,1628
CD274_ZNF234,990,1628
CDKN2A_TLR5,990,1628
CREB1_PADI1,990,1629
HSP90AA1_VGLL1,990,1629
JUN_TRMT1,990,1629
MDM2_ANGPTL2,990,1629
MDM2_FSCN1,990,1630
MDM4_ENDOD1,990,1630
DDX6_EDC3,991,1630
PTEN_CAMK2G,991,1630
SRC_TNFRSF1A,991,1631
TP53_NR4A1,991,1631
MAPK1_DEF6,991,1631
NTRK1_MYL3,991,1631
HDAC7,991,1632
RECQL5,991,1632
CCP110,991,1632
CCND1_SIGLEC10,992,1632
ERCC2_VTI1B,992,1633
WAS_RSL1D1,992,1633
EIF3E_EIF3D,993,1633
ELL_CDK9,993,1633
GOPC_ASIC3,993,1634
ESR1_SP5,993,1634
ESR1_ST8SIA6,993,1634
EZR_RPL3L,993,1634
MYC_SNTG2,993,1635
SMAD3_CES1,993,1635
FLT3,993,1635
ANKRD44,993,1635
DDB2_LCTL,994,1636
HSP90AA1_CA13,994,1636
LZTR1_FAM162A,994,1636
MEN1_S1PR4,994,1636
SOX2_TMCO3,994,1637
CUX1_SOX2,995,1637
DNAJB1_ABCG2,995,1637
IKBKB_EGLN3,995,1637
RARA_RXRB,995,1638
SOX2_CUX1,995,1638
POU2AF1_SIX5,995,1638
FANCF_FANCG,996,1638
HSP90AA1_RPS3A,996,1639
MAPK1_TNIP1,996,1639
GOPC_LPCAT1,996,1639
NFE2L2_EDA,996,1639
PML_PDZK1IP1,996,1640
CASP8_RIPK3,997,1640
IKZF3_HDAC2,997,1640
TP53_PTGS2,997,1640
WT1_U2AF2,997,1641
CTNNB1_ALG14,997,1641
HSP90AB1_KITLG,997,1641
MDM2_KCNV1,997,1641
MDM2_NPTXR,997,1642
RHOA_EXOC6,997,1642
STAT5B_TBC1D28,997,1642
SUZ12_HLA-DPB1,997,1642
TAL1_TUBGCP4,997,1643
RARA_SNW1,998,1643
RARA_SRC,998,1643
SRC_RARA,998,1643
TNFAIP3_FADD,998,1644
TP53_BTRC,998,1644
CTNNB1_BCL7C,998,1644
CTNNB1_RGS19,998,1644
ESR1_PEX13,998,1645
WAS_ZNF623,998,1645
GTF2I,998,1645
TOP1_NKX3-1,999,1645
SRC_RUVBL2,999,1646
MERTK,999,1646
BCL3_KAT5,1000,1646
MYC_KAT5,1000,1646
DNAJB1_ACOX1,1000,1647
FANCF_ZNF189,1000,1647
MDM2_LEMD2,1000,1647
SYK_GTF3A,1000,1647
SEC23IP,1000,1648
CASP8_CASP10,1001,1648
CASP8_TRAF6,1001,1648
GOPC_CSPG5,1001,1648
IKZF1_HDAC1,1001,1649
HIF1A_CRYAB,1001,1649
RPN1_ZSCAN9,1001,1649
U2AF1_CEP85,1001,1649
RNF40,1001,1650
FOXO4_MDM2,1002,1650
MDM2_FOXO4,1002,1650
TAL1_TCF4,1002,1650
TP53_XRCC6,1002,1651
CTNNB1_FAHD1,1002,1651
SMAD3_OPTN,1002,1651
TP53_AFP,1002,1651
CLMN,1002,1652
CTNNB1_UBE2S,1003,1652
HSP90AB1_CCDC117,1003,1652
MDM2_CDK5RAP3,1003,1652
CASP8_DERPC,1003,1653
CNOT3_LIN28B,1003,1653
DAXX_C1orf35,1003,1653
EZH2_NXPH3,1003,1653
PML_ANAPC15,1003,1654
PML_SNORC,1003,1654
MBD6,1003,1654
LEF1_NFE2L2,1004,1654
NFE2L2_LEF1,1004,1655
CDK4_PARP12,1004,1655
DDX6_KPNA4,1004,1655
FBXW7_UBXN1,1004,1655
IKBKB_CNPY4,1004,1656
MDM2_MATK,1004,1656
NTRK1_ZFAND6,1004,1656
TP53_LTA4H,1004,1656
CARD14,1004,1657
ADGRF3,1004,1657
PHF12,1004,1657
HSP90AA1_TSSK6,1005,1657
MYC_RELA,1005,1658
WAS_WIPF1,1005,1658
WWTR1_BTRC,1005,1658
BCL11B_PCLAF,1005,1658
FBXW7_ILRUN,1005,1659
MDM2_TTI2,1005,1659
RARA_STIP1,1005,1659
STAT3_RGS18,1005,1659
WAS_IRF7,1005,1660
SALL2,1005,1660
BCL11A_LYPD6,1006,1660
DNAJB1_APBB1IP,1006,1660
PTPN11_CLUAP1,1006,1661
HRAS_ZHX2,1007,1661
IKZF1_HDAC2,1007,1661
EWSR1_WNT4,1007,1661
PTPN11_TARDBP,1007,1662
RB1_CKS2,1007,1662
ROBO4,1007,1662
RBM26,1007,1662
GRID2,1007,1663
HERPUD1_SYVN1,1008,1663
MAPK1_RAF1,1008,1663
MYD88_IRAK1,1008,1663
RUNX1T1_PRKAR2A,1008,1664
CASP8_CHRNA2,1008,1664
PIK3R1_RDM1,1008,1664
DHX36,1008,1664
CTNNB1_CACYBP,1009,1665
SFPQ_PITX3,1009,1665
TP53_RPA1,1009,1665
CTNNB1_EFNA5,1009,1665
PTK2B,1009,1666
HOOK3_AKTIP,1010,1666
HRAS_LZTR1,1010,1666
LZTR1_HRAS,1010,1666
SRC_CBLC,1010,1667
TP53_SYVN1,1010,1667
CTNNB1_BTG4,1010,1667
ERCC3_CYB5D1,1010,1667
RUNX1T1_BHMT,1010,1668
BRAF_YWHAQ,1011,1668
HSP90AA1_HAX1,1011,1668
CASP8_SLC1A4,1011,1668
HIF1A_TDRP,1011,1669
TP53_ALG9,1011,1669
SYK_NCK1,1012,1669
ACVR1B_RASSF10,1012,1669
CBL_HIGD2B,1012,1670
ESR1_ZNF114,1012,1670
HERPUD1_PIAS2,1012,1670
JUN_GAS2L1,1012,1670
MDM2_G6PD,1012,1671
PHF20,1012,1671
ESR1_ACTR3,1013,1671
NTRK1_GRB2,1013,1671
TOP1_SRSF1,1013,1672
BCL3_SLC43A1,1013,1672
BCL3_TBC1D24,1013,1672
FOXO1_HLA-E,1013,1672
NFKB2_CCL15,1013,1673
SS18_CBFA2T2,1013,1673
ELAPOR1,1013,1673
NOD2,1013,1673
ELL_TP53,1014,1674
REL_MAPK8,1014,1674
TP53_ELL,1014,1674
HSP90AA1_C1QBP,1014,1674
HSP90AA1_SRSF8,1014,1675
PARP1,1014,1675
CASP8_SRC,1015,1675
EZH2_SNAI1,1015,1675
SRC_CASP8,1015,1676
EPS15_ID3,1015,1676
ESR1_DNAJB5,1015,1676
HIF1A_REEP5,1015,1676
NBN_CAVIN3,1015,1677
PTEN_BTBD9,1015,1677
RXRA_GLP2R,1015,1677
TAF15_MRPL37,1015,1677
PTPRN2,1015,1678
HIF1A_COMMD1,1016,1678
CDK4_CDH13,1016,1678
PIK3R1_DCUN1D4,1016,1678
SRC_CTSA,1016,1679
HSP90AB1_FBXO6,1017,1679
FAN1,1017,1679
ACVR1B_ACVR2A,1018,1679
ESR1_NR2F1,1018,1680
NFE2L2_GATA1,1018,1680
TNFAIP3_RNF114,1018,1680
RNF43_CHCHD6,1018,1680
SMARCE1_RPN1,1018,1681
MYO1G,1018,1681
USP35,1018,1681
SMAD2_SMAD4,1019,1681
BAP1_C22orf31,1019,1682
MDM2_LRRTM1,1019,1682
NF2_ZBTB6,1019,1682
NFE2L2_CHST12,1019,1682
RARA_GATB,1019,1683
MCC,1019,1683
TOGARAM2,1019,1683
TMPRSS15,1019,1683
BIRC3_CASP9,1020,1684
BCL6_RMDN1,1020,1684
TP53_DTNB,1020,1684
LLGL2,1020,1684
GLDC,1020,1685
BCL2_VAC14,1021,1685
HIF1A_TMEM126A,1021,1685
PIK3R1_CNN1,1021,1685
PIK3R1_EDA2R,1021,1686
PTPN11_FBXL3,1021,1686
TCF3_PDGFD,1021,1686
SLC12A3,1021,1686
BCL3_NDNF,1022,1687
DDX5_SLX4IP,1022,1687
KEAP1_CCNB2,1022,1687
PTEN_SLC27A6,1022,1687
TNFAIP3_TNF,1023,1688
TP53_TRIM25,1023,1688
TRIM27_PIAS4,1023,1688
BCL10_PLEKHG6,1023,1688
CASP8_COQ8B,1023,1689
CBL_POLE4,1023,1689
HSP90AA1_SLC25A30,1023,1689
STAT3_UTP11,1023,1689
TCF7L2_KIAA0930,1023,1690
ATP1A1,1023,1690
CDCA2,1023,1690
SRC_PTGER4,1024,1690
CDK6_NOA1,1024,1691
FBXW7_MAGEA4,1024,1691
MYC_MSTO1,1024,1691
SMARCE1_GPR37,1024,1691
SOX2_MMP9,1024,1692
TP53_SHTN1,1024,1692
TP53_TBRG4,1024,1692
NLRC4,1024,1692
SEZ6L,1024,1693
HERC5,1024,1693
HSP90AA1_FBXO6,1025,1693
ARNT_YIPF6,1025,1693
CTNNB1_GSTT2B,1025,1694
NAT10,1025,1694
CTNNB1_YWHAZ,1026,1694
LMNA_TMPO,1026,1694
MDM2_KRT74,1026,1695
MYC_DPYSL4,1026,1695
MYD88_SYTL5,1026,1695
SMARCAD1,1026,1695
ESR1_TADA3,1027,1696
HSP90AB1_STUB1,1027,1696
MDM2_BANP,1027,1696
PIK3R1_CRKL,1027,1696
SRC_CBLL1,1027,1697
BAP1_AZGP1,1027,1697
CEBPA_GTPBP1,1027,1697
NFE2L2_FAM53B,1027,1697
CHEK2_RNF8,1028,1698
IKZF1_IKZF3,1028,1698
IKZF3_IKZF1,1028,1698
KRAS_LZTR1,1028,1698
LZTR1_KRAS,1028,1699
PIK3R1_CRK,1028,1699
TCF3_PSMD4,1028,1699
FOXO1_TPRA1,1028,1699
MYC_PKLR,1028,1700
LZTR1_NRAS,1029,1700
NRAS_LZTR1,1029,1700
SOX2_TBX2,1029,1700
TP53_TP73,1029,1701
BCL6_AKR1C1,1029,1701
MYC_FUT8,1029,1701
RUNX1_GNL3,1029,1701
NFE2L2_RBBP7,1030,1702
SFPQ_DEGS1,1030,1702
TAL1_METTL13,1030,1702
MMS19,1030,1702
IKBKB_COPS7A,1031,1703
GPHN_C12orf43,1031,1703
HSP90AA1_CD300A,1031,1703
HSP90AA1_NMRAL1,1031,1703
MAF_KLHL14,1031,1704
EZH2_E2F6,1032,1704
PPP2R1A_PPP2R2B,1032,1704
RUNX1T1_HDAC3,1032,1704
ESR1_FBXO9,1032,1705
HSP90AA1_HSD17B13,1032,1705
PPP2R1A_HOXA3,1032,1705
SEC24D,1032,1705
CARD10,1032,1706
RTN3,1032,1706
TLR9,1032,1706
FBXW7_MLST8,1033,1706
HSP90AB1_TOMM34,1033,1707
IKBKB_CD40,1033,1707
NFE2L2_ELK1,1033,1707
POT1_TERF2IP,1033,1707
PTEN_TRIM25,1033,1708
RUNX1_FOXC1,1033,1708
MDM2_PLD5,1033,1708
MDM4_HECA,1033,1708
NFKB2_SPAG11B,1033,1709
PATZ1_B3GNTL1,1033,1709
SRC_ADPGK,1033,1709
MEN1_SKP2,1034,1709
TP53_HSPA1A,1034,1710
CASP8_FLVCR1,1034,1710
CBL_STH,1034,1710
HOOK3_AKR1B1,1034,1710
PIK3R1_TSEN34,1034,1711
PPP2R1A_MINDY3,1034,1711
TNFAIP3_KLF9,1034,1711
WT1_LYN,1034,1711
CDK4_HSP90AA1,1035,1712
FBXO11_RBX1,1035,1712
HSP90AA1_CDK4,1035,1712
HSP90AA1_STUB1,1035,1712
IKZF3_IKZF2,1035,1713
TNFAIP3_YWHAZ,1035,1713
TP53_ZNF398,1035,1713
PTPN11_MXRA8,1035,1713
GIGYF1,1035,1714
USP48,1035,1714
PPP2R1A_PPP2R2A,1036,1714
PPP2R1A_PPP2R2C,1036,1714
TNFAIP3_YWHAB,1036,1715
TNFAIP3_YWHAH,1036,1715
PML_UBE2L3,1036,1715
PRKACA_C18orf63,1036,1715
STAT3_DRAM2,1036,1716
WAS_ZFP69B,1036,1716
MAP3K21,1036,1716
BAP1_COPE,1037,1716
CTNNB1_ENKUR,1037,1717
JUN_DACH1,1037,1717
TAL1_TCF12,1037,1717
NFE2L2_TXNDC5,1037,1717
PEAR1,1037,1718
HIP1,1037,1718
FBXW7_JUN,1038,1718
JUN_FBXW7,1038,1718
ELL_TSPYL5,1038,1719
HSP90AA1_MRPL45,1038,1719
JUN_SHKBP1,1038,1719
MDM2_PLA2G4C,1038,1719
PIK3R1_PITX1,1038,1720
RB1_CHCHD5,1038,1720
BMPR2,1038,1720
HIF1A_VHL,1039,1720
RAC1_MAP3K11,1039,1721
TP53_HSPA8,1039,1721
TP53_PLK3,1039,1721
BCL6_ANKRD2,1039,1721
CEBPA_MPHOSPH10,1039,1722
DAXX_ELOVL5,1039,1722
NFE2L2_TEAD4,1039,1722
FRMD4A,1039,1722
CHEK2_MDM2,1040,1723
MDM2_CHEK2,1040,1723
MDM2_EGR1,1040,1723
PML_UBE2I,1040,1723
STAT3_RPA2,1040,1724
TFE3_E2F3,1040,1724
TP53_MAP9,1040,1724
BMPR1A_SRF,1040,1724
CCND1_MPO,1040,1725
HSP90AB1_TNFAIP1,1040,1725
FBXW7_WDR5,1041,1725
FBXW7_XRCC4,1041,1725
MAP2K1_RAF1,1041,1726
ARNT_RCAN1,1041,1726
BIRC3_PLIN2,1041,1726
WT1_SNX2,1041,1726
CASP8_GMEB1,1042,1727
DDX5_HDAC3,1042,1727
PPP2R1A_PPP2R2D,1042,1727
EZH2_STARD10,1042,1727
GOPC_GPC3,1042,1728
HSP90AA1_TAF8,1042,1728
SMAD3_GLCE,1042,1728
SSX2_DISC1,1042,1728
STAT5B_STX6,1042,1729
USP38,1042,1729
IKBKB_CUEDC2,1043,1729
MDM2_KAT5,1043,1729
DNMT3A_MTURN,1043,1730
HSP90AA1_SLC25A48,1043,1730
MALT1_MAGEH1,1043,1730
NFE2L2_USP27X,1043,1730
RUNX1T1_GJC2,1043,1731
GRIP2,1043,1731
FOXO1_SIRT2,1044,1731
TP53_NUMB,1044,1731
CNOT3_CNOT8,1045,1732
HSP90AA1_PIM1,1045,1732
IKZF1_IKZF2,1045,1732
PIM1_HSP90AA1,1045,1732
PML_PIN1,1045,1733
FOXO1_TUFT1,1045,1733
MYD88_EFHC2,1045,1733
RB1_RPL34,1045,1733
STAT3_NECAP1,1045,1734
TP53_GGN,1045,1734
CAPRIN2,1045,1734
TOPORS,1045,1734
ESR1_TUBB1,1046,1735
MDM2_GNL3,1046,1735
OGT,1046,1735
MITF_PIAS3,1047,1735
MYC_BIN1,1047,1736
HNF1A_CASP9,1047,1736
HSP90AA1_PGAP2,1047,1736
MDM2_SLC11A1,1047,1736
RASA1,1047,1737
SUPT16H,1047,1737
EZH2_CDK1,1048,1737
MAP2K2_RAF1,1048,1737
NFE2L2_TADA2A,1048,1738
TP53_SRPK1,1048,1738
BRAF_TRA2A,1048,1738
CBFA2T3_ZNG1E,1048,1738
DAXX_SPG21,1048,1739
SRC_CCDC61,1048,1739
PLEKHA6,1048,1739
ELL_HDAC3,1049,1739
SOX2_XRCC5,1049,1740
BRD3_ANXA3,1049,1740
ERCC3_MRPL9,1049,1740
ESR1_CDCA7L,1049,1740
NFKBIE_PALM3,1049,1741
SPOP_SLC25A13,1049,1741
SRC_TSNARE1,1049,1741
KIAA0319L,1049,1741
EPS15_RNF11,1050,1742
AR_C1orf162,1050,1742
FBXW7_MRNIP,1050,1742
HSP90AB1_NUP35,1050,1742
RB1_MRPL52,1050,1743
SMARCE1_GGA1,1050,1743
ANKRD27,1050,1743
ULK1,1050,1743
BUB1B,1050,1744
TRIM24,1050,1744
HERC3,1050,1744
ABI1_ENAH,1051,1744
HIF1A_FGF11,1051,1745
HLA-A_TAP2,1051,1745
HSP90AB1_FKBP6,1051,1745
PPP2R1A_EEF1A1,1051,1745
HSP90AA1_ACOT8,1051,1746
CTNNB1_OTUB1,1052,1746
MYC_FBXW8,1052,1746
CTNNB1_NUBP2,1052,1746
FGFR3_PSMA6,1052,1747
FOXO1_VPS37A,1052,1747
MDM2_MON1A,1052,1747
TAL1_BBS2,1052,1747
SMARCA5,1052,1748
UBA6,1052,1748
CLEC16A,1053,1748
ZBTB11,1053,1748
SALL4,1053,1749
HSP90AB1_AIP,1054,1749
RAC1_ARHGEF7,1054,1749
SET_NR3C1,1054,1749
DDX5_SPATA1,1054,1750
ESR1_SRGAP2B,1054,1750
TP53_PMEL,1054,1750
DDX5_EED,1055,1750
HIF1A_SYNGR3,1055,1751
JUN_ELN,1055,1751
MLLT1_NOTUM,1055,1751
PTPN11_GTF2H4,1055,1751
SRC_BBS4,1055,1752
TNK2,1055,1752
HSP90AB1_CHORDC1,1056,1752
PPP2R1A_PPP2R5E,1056,1752
SOCS1_VAV1,1056,1753
TP53_PADI4,1056,1753
FES_XNDC1N,1056,1753
KIF11,1056,1753
BCL10_MALT1,1057,1754
FBXW7_MCL1,1057,1754
MALT1_BCL10,1057,1754
MDM2_AATF,1057,1754
NFE2L2_ETV6,1057,1755
CTNNB1_METTL1,1057,1755
ERCC3_NECAP1,1057,1755
HSP90AA1_MC5R,1057,1755
HSP90AA1_PLPPR1,1057,1756
PML_NDUFS4,1057,1756
PTPN11_SF3A2,1057,1756
CD274_CUL3,1058,1756
HSP90AB1_USP50,1058,1757
SRC_TRAF6,1058,1757
AR_GOLT1B,1058,1757
CREB1_GSN,1058,1757
HSP90AA1_NUP35,1058,1758
MYOD1_COG2,1058,1758
PRKACA_DHX33,1058,1758
PTEN_ACADVL,1058,1758
SYK_LIPM,1058,1759
BIRC3_TNFRSF1A,1059,1759
HSP90AA1_FKBP6,1059,1759
MYC_BTRC,1059,1759
MYC_NFE2L2,1059,1760
NFE2L2_MYC,1059,1760
SMARCB1_PPP1R15A,1059,1760
CBFA2T3_VMP1,1059,1760
CYLD_SPANXB1,1059,1761
IKZF3_SLC11A1,1059,1761
MAP1S,1059,1761
CBL_UBE2L3,1060,1761
CTNNB1_FHL2,1060,1762
PML_RPL11,1060,1762
RXRA_NR4A1,1060,1762
RXRA_NR4A2,1060,1762
CDKN1B_RABEP1,1060,1763
CREB1_FNDC7,1060,1763
CTNNB1_ING1,1060,1763
MALT1_NUDT8,1060,1763
RUNX1_SLC5A7,1060,1764
HIF1A_NAA10,1061,1764
HSP90AB1_CDC37L1,1061,1764
CD274_SEMA3A,1061,1764
FBXW7_NKX2-4,1061,1765
RB1_SPAG11B,1061,1765
ZNF451,1061,1765
ERCC6,1061,1765
ESR1_SMAD2,1062,1766
HSP90AA1_AIP,1062,1766
HSP90AB1_AHSA1,1062,1766
MYC_CARM1,1062,1766
RB1_ID2,1062,1767
SMAD2_ESR1,1062,1767
SMARCE1_BRD7,1062,1767
BIRC3_ACD,1062,1767
HSP90AA1_ZRANB2,1062,1768
CTNNB1_SIAH1,1063,1768
TCF3_BHLHE40,1063,1768
CASP8_ZBTB7A,1063,1768
FBXW7_CHST10,1063,1769
PPP2R1A_ATG4D,1063,1769
TP53_LCA5L,1063,1769
MYO1C,1063,1769
VARS2,1063,1770
CBFA2T3_LDB1,1064,1770
HSP90AA1_CHORDC1,1064,1770
KEAP1_SQSTM1,1064,1770
ARNT_ATG5,1064,1771
ELL_GATA4,1064,1771
KDM4A,1064,1771
BCL2_HIF1A,1065,1771
CCND1_STAT3,1065,1772
DDX6_DCP1A,1065,1772
HIF1A_BCL2,1065,1772
HIF1A_EGLN3,1065,1772
HSP90AA1_SUGT1,1065,1773
STAT3_CCND1,1065,1773
TP53_ZBTB33,1065,1773
GNAQ_ZNF132,1065,1773
HLA-A_MYBL2,1065,1774
NBN_CLN6,1065,1774
PML_TMEM154,1065,1774
TP53_CAPN10,1065,1774
SRC_ESR2,1066,1775
BCL2_SMPD4,1066,1775
CDKN1B_TRIM71,1066,1775
FOXO3_IDH3G,1066,1775
TNFAIP3_PSMB8,1066,1776
UBE4A,1066,1776
RPS6KC1,1066,1776
ZBTB21,1066,1776
CREB1_DAXX,1067,1777
CTNNB1_FBXO45,1067,1777
CHEK2_LRRC1,1067,1777
ESR1_CNR1,1067,1777
ZMIZ1,1067,1778
BARD1_BRCC3,1068,1778
KLF6_SP1,1068,1778
SRSF3_SRRM1,1068,1778
HIF1A_CCDC103,1068,1779
HSP90AB1_LRRC75A,1068,1779
LMNA_ANKRD34A,1068,1779
SFPQ_FFAR4,1068,1779
TNFAIP3_MARCHF5,1068,1780
MLLT10,1068,1780
PIK3CA,1068,1780
HSP90AA1_CDC37L1,1069,1780
HSP90AA1_CSNK1A1,1069,1781
HSP90AB1_TMOD4,1069,1781
EZH2_ASB7,1069,1781
PSIP1_ALDH7A1,1069,1781
DNMT3A_UBE2I,1070,1782
HSP90AA1_AHSA1,1070,1782
POU5F1_NCL,1070,1782
CASP8_TIGD1,1070,1782
MITF_GUSB,1070,1783
PIK3CB,1070,1783
CCND1_CUL1,1071,1783
CTNNB1_TP53TG5,1071,1783
XPO1,1071,1784
CHEK2_KPNA2,1072,1784
PML_RNF4,1072,1784
TP53_HSPA9,1072,1784
TP53_RNF157,1072,1785
AR_UBE2N,1072,1785
CBFA2T3_BZW2,1072,1785
EZH2_PLCXD3,1072,1785
RABEP1_NTF4,1072,1786
RUNX1_CANX,1072,1786
RUNX1T1_SCG3,1072,1786
RNF31,1072,1786
FLI1_PIAS2,1073,1787
HSP90AB1_FKBPL,1073,1787
IKBKB_NFKBIA,1073,1787
POT1_TERF1,1073,1787
AR_MAL,1073,1788
BTK_SCML4,1073,1788
DAXX_CD1C,1073,1788
HSP90AA1_CD2BP2,1073,1788
LMNA_ACCS,1073,1789
MAPK1_ZBTB1,1073,1789
NF2_GAS8,1073,1789
TSC22D1,1073,1789
USP53,1073,1790
